movieId,title,year,rating_promedio,total_votos
158003,The Long Recess (1972),1972,3.63,50
117136,One Chance (2013),2013,3.63,50
3747,Jesus' Son (1999),1999,3.63,851
4664,Shirley Valentine (1989),1989,3.63,516
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1995,3.63,1300
7840,Gunga Din (1939),1939,3.63,475
6008,"Son, The (Le fils) (2002)",2002,3.63,309
79760,Facing Ali (2009),2009,3.63,89
5300,3:10 to Yuma (1957),1957,3.63,674
6147,"White Rose, The (Weiße Rose, Die) (1982)",1982,3.63,62
4888,Tape (2001),2001,3.63,826
1392,Citizen Ruth (1996),1996,3.63,1773
132883,Testament of Youth (2014),2014,3.63,163
66665,Away We Go (2009),2009,3.63,1351
46839,Three Times (2005),2005,3.63,66
80374,Symbol (Shinboru) (2009),2009,3.63,66
2916,Total Recall (1990),1990,3.63,26920
3028,"Taming of the Shrew, The (1967)",1967,3.63,975
192379,First Man (2018),2018,3.63,1648
199113,Coffee and Cigarettes (1986),1986,3.63,70
40,"Cry, the Beloved Country (1995)",1995,3.63,880
6211,Ten (2002),2002,3.63,148
176211,In a Heartbeat (2017),2017,3.63,226
1125,"Return of the Pink Panther, The (1975)",1975,3.63,5476
51660,"Ultimate Gift, The (2006)",2006,3.63,308
66744,"Divo, Il (2008)",2008,3.63,238
2596,SLC Punk! (1998),1998,3.63,1815
3052,Dogma (1999),1999,3.63,20101
1420,Message to Love: The Isle of Wight Festival (1996),1996,3.63,86
32352,"Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995)",1995,3.63,129
25744,Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922),1922,3.63,270
48262,"Bridge, The (2006)",2006,3.63,247
33808,Kings & Queen (Rois et reine) (2004),2004,3.63,51
27432,"Beautiful Country, The (2004)",2004,3.63,102
2660,"Thing from Another World, The (1951)",1951,3.63,1264
8381,For Me and My Gal (1942),1942,3.63,55
53827,Sybil (1976),1976,3.63,220
26485,Rumble Fish (1983),1983,3.63,582
68967,"Summer Hours (Heure d'été, L') (2008)",2008,3.63,118
3420,...And Justice for All (1979),1979,3.63,1322
1032,Alice in Wonderland (1951),1951,3.63,9981
26875,"Pure Formality, A (Pura formalità, Una) (1994)",1994,3.63,185
144050,Attack on Titan: Crimson Bow and Arrow (2014),2014,3.63,63
5377,About a Boy (2002),2002,3.63,12969
4935,"Falls, The (1980)",1980,3.63,67
146682,Twinsters (2015),2015,3.63,67
7456,Valentin (Valentín) (2002),2002,3.63,134
135601,Rockstar (2011),2011,3.63,67
223918,Shithouse (2020),2020,3.63,71
154051,The Last Man on the Moon (2016),2016,3.63,75
63072,"Road, The (2009)",2009,3.63,4979
173197,The Square (2017),2017,3.63,861
261,Little Women (1994),1994,3.63,10899
2700,"South Park: Bigger, Longer and Uncut (1999)",1999,3.63,20870
42004,Transamerica (2005),2005,3.63,1341
7177,Osama (2003),2003,3.63,360
3256,Patriot Games (1992),1992,3.63,10572
2550,"Haunting, The (1963)",1963,3.63,1884
107196,Is the Man Who Is Tall Happy? (2013),2013,3.63,99
93892,Romantics Anonymous (Les émotifs anonymes) (2010),2010,3.63,202
2820,Hamlet (1964),1964,3.63,329
46347,Metal: A Headbanger's Journey (2005),2005,3.63,349
143476,Where To Invade Next (2015),2015,3.63,373
3181,Titus (1999),1999,3.63,1471
8711,Mr. Blandings Builds His Dream House (1948),1948,3.63,502
6041,Amen. (2002),2002,3.63,263
100745,TPB AFK: The Pirate Bay Away from Keyboard (2013),2013,3.63,311
155288,Eye in the Sky (2016),2016,3.63,941
5236,"Tale of Springtime, A (Conte de Printemps) (1990)",1990,3.62,112
70567,Adam (2009),2009,3.62,644
54196,Brand Upon the Brain! (2006),2006,3.62,96
33603,Simon (2004),2004,3.62,112
25943,"Naked City, The (1948)",1948,3.62,216
91808,Pariah (2011),2011,3.62,124
89753,Tinker Tailor Soldier Spy (2011),2011,3.62,3379
1082,"Candidate, The (1972)",1972,3.62,1912
69027,OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus) (2009),2009,3.62,265
3223,"Zed & Two Noughts, A (1985)",1985,3.62,402
2697,My Son the Fanatic (1997),1997,3.62,386
44709,Akeelah and the Bee (2006),2006,3.62,1158
4901,Spy Game (2001),2001,3.62,7477
1959,Out of Africa (1985),1985,3.62,5360
199237,Paddleton (2019),2019,3.62,165
172255,The Matrix Revisited (2001),2001,3.62,153
206246,The Platform (2019),2019,3.62,1808
70862,It Might Get Loud (2008),2008,3.62,415
97923,Flight (2012),2012,3.62,4138
190,Safe (1995),1995,3.62,1169
194312,Private Life (2018),2018,3.62,238
7304,Allegro non troppo (1977),1977,3.62,202
3720,Sunshine (1999),1999,3.62,651
170729,Louis C.K. 2017 (2017),2017,3.62,348
73051,Guru (2007),2007,3.62,85
67429,Sita Sings the Blues (2008),2008,3.62,243
128320,Monty Python: Almost the Truth - Lawyers Cut (2009),2009,3.62,77
2529,Planet of the Apes (1968),1968,3.62,15599
162968,Kizumonogatari Part 1: Tekketsu (2016),2016,3.62,69
172881,Final Flight of the Osiris (2003),2003,3.62,138
8256,Queen Christina (1933),1933,3.62,138
105593,Filth (2013),2013,3.62,1118
46723,Babel (2006),2006,3.62,7437
65596,Mesrine: Killer Instinct (L'instinct de mort) (2008),2008,3.62,480
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",2003,3.62,1253
2144,Sixteen Candles (1984),1984,3.62,10459
179221,Brawl in Cell Block 99 (2017),2017,3.62,656
8529,"Terminal, The (2004)",2004,3.62,13939
98587,Caesar Must Die (Cesare deve morire) (2012),2012,3.62,53
103661,United (2011),2011,3.62,53
51705,Priceless (Hors de prix) (2006),2006,3.62,518
94074,Rush: Beyond the Lighted Stage (2010),2010,3.62,98
7176,Crimson Gold (Talaye sorgh) (2003),2003,3.62,94
171141,Handsome Devil (2016),2016,3.62,131
1406,La Cérémonie (1995),1995,3.62,426
7085,Send Me No Flowers (1964),1964,3.62,209
167380,A Dog's Purpose (2017),2017,3.62,488
5763,Lola (1981),1981,3.62,156
107141,Saving Mr. Banks (2013),2013,3.62,2333
94810,Eva (2011),2011,3.62,152
1571,When the Cat's Away (Chacun cherche son chat) (1996),1996,3.62,465
103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),2013,3.62,247
82150,Bunny and the Bull (2009),2009,3.62,103
198147,Five Feet Apart (2019),2019,3.62,342
127148,The Hunting Ground (2015),2015,3.62,66
98809,"Hobbit: An Unexpected Journey, The (2012)",2012,3.62,16149
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),1989,3.62,7472
80693,It's Kind of a Funny Story (2010),2010,3.62,2161
93510,21 Jump Street (2012),2012,3.62,10851
115130,The Dark Horse (2014),2014,3.62,58
223204,The French Dispatch (2020),2020,3.62,1248
2797,Big (1988),1988,3.62,24016
6761,Tibet: Cry of the Snow Lion (2002),2002,3.62,83
77293,"Silent Partner, The (1978)",1978,3.62,108
722,"Haunted World of Edward D. Wood Jr., The (1996)",1996,3.62,349
1183,"English Patient, The (1996)",1996,3.62,16746
3262,Twin Peaks: Fire Walk with Me (1992),1992,3.62,3554
112913,Monty Python Live (Mostly) (2014),2014,3.62,50
112288,Coming Home (Gui lai) (2014),2014,3.62,50
2302,My Cousin Vinny (1992),1992,3.62,16164
41571,Memoirs of a Geisha (2005),2005,3.62,3372
27515,Balzac and the Little Chinese Seamstress (Xiao cai feng) (2002),2002,3.62,71
106204,Pieta (2013),2013,3.62,117
59784,Kung Fu Panda (2008),2008,3.62,16390
3175,Galaxy Quest (1999),1999,3.62,17512
4738,Happy Accidents (2000),2000,3.62,591
7082,That Touch of Mink (1962),1962,3.62,348
96737,Dredd (2012),2012,3.62,5579
82037,"Tillman Story, The (2010)",2010,3.62,193
6649,Tunes of Glory (1960),1960,3.62,84
113374,"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",1997,3.62,63
1699,"Butcher Boy, The (1997)",1997,3.62,1182
2083,"Muppet Christmas Carol, The (1992)",1992,3.62,4208
6247,Women in Love (1969),1969,3.62,219
134170,Kung Fury (2015),2015,3.62,1550
493,Menace II Society (1993),1993,3.62,3973
122906,Black Panther (2017),2017,3.62,8828
26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),1968,3.62,270
2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),1998,3.62,422
91488,"Snowman, The (1982)",1982,3.62,287
93498,Game Change (2012),2012,3.62,494
26842,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) (1993),1993,3.62,148
7586,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977),1977,3.62,203
181267,Perfectos desconocidos (2017),2017,3.62,123
168026,Marvel One-Shot: Agent Carter (2013),2013,3.62,140
3133,Go West (1925),1925,3.62,280
27904,"Scanner Darkly, A (2006)",2006,3.62,5740
49932,Inland Empire (2006),2006,3.62,1452
74683,Mike Bassett: England Manager (2001),2001,3.62,51
168846,Neal Brennan: 3 Mics (2017),2017,3.62,51
115770,Before I Disappear (2014),2014,3.62,119
32511,"Touch of Zen, A (Xia nu) (1971)",1971,3.62,119
122308,Ricky Gervais: Out of England - The Stand-Up Special (2008),2008,3.62,51
222949,Summer of 85 (2020),2020,3.62,51
122886,Star Wars: Episode VII - The Force Awakens (2015),2015,3.62,18727
1880,Lawn Dogs (1997),1997,3.62,353
37857,MirrorMask (2005),2005,3.62,1336
4272,Tuvalu (1999),1999,3.62,166
7915,Samurai Fiction (SF: Episode One) (1998),1998,3.62,226
73392,Collapse (2009),2009,3.62,158
52927,Syndromes and a Century (Sang sattawat) (2006),2006,3.62,94
68690,Love Songs (Les chansons d'amour) (2007),2007,3.62,94
3658,Quatermass and the Pit (1967),1967,3.62,471
27317,Audition (Ôdishon) (1999),1999,3.62,2166
51357,Citizen X (1995),1995,3.62,296
134751,The Fantastic Flying Books of Mr. Morris Lessmore (2011),2011,3.62,73
164175,A Monster Calls (2016),2016,3.62,749
44587,Nanook of the North (1922),1922,3.62,267
58706,"Under the Same Moon (Misma luna, La) (2007)",2007,3.62,138
613,Jane Eyre (1996),1996,3.62,2494
5101,Richard Pryor Here and Now (1983),1983,3.62,298
136556,Kung Fu Panda: Secrets of the Masters (2011),2011,3.62,134
8494,"Cincinnati Kid, The (1965)",1965,3.62,277
5269,"Piano Teacher, The (La pianiste) (2001)",2001,3.62,1451
133645,Carol (2015),2015,3.62,1603
172511,Payback: Straight Up (2006),2006,3.62,91
103554,"Hijacking, A (Kapringen) (2012)",2012,3.62,156
219,"Cure, The (1995)",1995,3.62,678
3108,"Fisher King, The (1991)",1991,3.62,8334
9011,Portrait of Jennie (1948),1948,3.62,100
4921,Little Women (1933),1933,3.61,657
6524,Never on Sunday (Pote tin Kyriaki) (1960),1960,3.61,161
2570,"Walk on the Moon, A (1999)",1999,3.61,792
197175,Alita: Battle Angel (2019),2019,3.61,2668
275483,Moonage Daydream (2022),2022,3.61,74
100062,My Way (Mai Wei) (2011),2011,3.61,61
172879,World Record (2003),2003,3.61,157
135143,Fantastic Beasts and Where to Find Them (2016),2016,3.61,8005
7792,"Parallax View, The (1974)",1974,3.61,669
103980,Blue Jasmine (2013),2013,3.61,2565
102903,Now You See Me (2013),2013,3.61,10821
141830,Unbelievable Adventures of Italians in Russia (1974),1974,3.61,114
7386,"Ten Commandments, The (1956)",1956,3.61,2298
83796,Anything for Her (Pour elle) (2008),2008,3.61,79
273891,Bullet Train (2022),2022,3.61,1524
207638,La belle époque (2019),2019,3.61,123
4002,"Planes, Trains & Automobiles (1987)",1987,3.61,8694
72117,"Misérables, Les (1935)",1935,3.61,66
173429,Hasan Minhaj: Homecoming King (2017),2017,3.61,88
42518,Christmas in Connecticut (1945),1945,3.61,141
134601,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau (2014),2014,3.61,75
44100,Cyrano de Bergerac (1950),1950,3.61,106
4251,Chopper (2000),2000,3.61,981
2184,"Trouble with Harry, The (1955)",1955,3.61,1649
5599,Tabu: A Story of the South Seas (1931),1931,3.61,115
56060,I Served the King of England (Obsluhoval jsem anglického krále) (2006),2006,3.61,146
6893,"Italian Job, The (1969)",1969,3.61,2553
3244,"Goodbye Girl, The (1977)",1977,3.61,1541
141836,It Can't Be! (1975),1975,3.61,62
193073,Stree (2018),2018,3.61,62
6617,Open Range (2003),2003,3.61,1711
27768,Intimate Strangers (Confidences trop intimes) (2004),2004,3.61,142
25795,Dinner at Eight (1933),1933,3.61,182
82633,"Kuroneko (Black Cat from the Grove, The) (Yabu no naka no kuroneko) (1968)",1968,3.61,151
101864,Oblivion (2013),2013,3.61,8545
571,"Wedding Gift, The (1994)",1994,3.61,200
134230,Wake Up Sid (2009),2009,3.61,80
40337,Holy Guests (Ha-Ushpizin) (2004),2004,3.61,98
58306,Mongol (2007),2007,3.61,771
62115,Six Shooter (2004),2004,3.61,165
99841,Sister (L'enfant d'en haut) (2012),2012,3.61,58
32509,This Sporting Life (1963),1963,3.61,67
6323,Identity (2003),2003,3.61,7675
917,"Little Princess, The (1939)",1939,3.61,1146
6170,"Black Stallion, The (1979)",1979,3.61,996
1275,Highlander (1986),1986,3.61,13311
6173,Into the West (1992),1992,3.61,108
163510,The Happiest Day in the Life of Olli Mäki (2016),2016,3.61,54
52813,Thieves' Highway (1949),1949,3.61,63
8015,"Phantom Tollbooth, The (1970)",1970,3.61,257
3010,Rosetta (1999),1999,3.61,447
3371,Bound for Glory (1976),1976,3.61,253
141668,War Room (2015),2015,3.61,104
3020,Falling Down (1993),1993,3.61,8091
30812,"Aviator, The (2004)",2004,3.61,11885
3284,They Might Be Giants (1971),1971,3.61,254
139525,Cartel Land (2015),2015,3.61,186
202057,One Child Nation (2019),2019,3.61,50
4391,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",2000,3.61,173
30820,"Woodsman, The (2004)",2004,3.61,1161
6214,Irreversible (Irréversible) (2002),2002,3.61,2421
214772,Michael Jackson's Thriller (1983),1983,3.61,114
26974,Gummo (1997),1997,3.61,707
6075,"Simple-Minded Murder, The (Enfaldige mördaren, Den) (1982)",1982,3.61,73
8478,"Distant Voices, Still Lives (1988)",1988,3.61,73
142456,The Brand New Testament (2015),2015,3.61,356
55705,Secret Sunshine (Milyang) (2007),2007,3.61,105
51935,Shooter (2007),2007,3.61,6419
621,My Favorite Season (1993),1993,3.61,334
61026,Red Cliff (Chi bi) (2008),2008,3.61,600
5974,"Thief of Bagdad, The (1940)",1940,3.61,385
106624,Twice Born (Venuto al mondo) (2012),2012,3.61,55
4378,Sexy Beast (2000),2000,3.61,3315
205287,Bacurau (2019),2019,3.61,335
7826,"Secret Life of Walter Mitty, The (1947)",1947,3.61,358
3267,"Mariachi, El (1992)",1992,3.61,4777
186311,The Guernsey Literary and Potato Peel Pie Society (2018),2018,3.61,340
5938,Deathtrap (1982),1982,3.61,685
2912,"Limey, The (1999)",1999,3.61,3591
26169,Branded to Kill (Koroshi no rakuin) (1967),1967,3.61,184
7160,Monster (2003),2003,3.61,5238
5955,Antwone Fisher (2002),2002,3.61,1582
63194,Caótica Ana (2007),2007,3.61,60
862,Manny & Lo (1996),1996,3.61,365
5799,Exodus (1960),1960,3.61,430
26838,"Snapper, The (1993)",1993,3.61,222
8016,"Getaway, The (1972)",1972,3.61,680
132961,Far from the Madding Crowd (2015),2015,3.61,449
26,Othello (1995),1995,3.61,2802
6840,"Hospital, The (1971)",1971,3.61,190
73822,Meantime (1984),1984,3.61,51
143647,An Inspector Calls (2015),2015,3.61,153
206307,Miles Davis: Birth of the Cool (2019),2019,3.61,51
136,From the Journals of Jean Seberg (1995),1995,3.61,102
4261,Lilies (1996),1996,3.61,65
901,Funny Face (1957),1957,3.61,1830
4768,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)",1922,3.61,223
2108,L.A. Story (1991),1991,3.61,7227
145418,Trumbo (2015),2015,3.61,925
31408,Summer Storm (Sommersturm) (2004),2004,3.61,172
3952,"Contender, The (2000)",2000,3.61,2655
2993,Thunderball (1965),1965,3.61,5299
127198,Dope (2015),2015,3.61,1136
7585,Summertime (1955),1955,3.61,177
193147,The House That Jack Built (2018),2018,3.61,932
2403,First Blood (Rambo: First Blood) (1982),1982,3.61,8871
6663,"Pink Panther Strikes Again, The (1976)",1976,3.61,1548
101973,Disconnect (2012),2012,3.61,569
127298,A Pigeon Sat on a Branch Reflecting on Existence (2014),2014,3.61,276
4376,Down From the Mountain (2000),2000,3.61,75
3397,"Great Muppet Caper, The (1981)",1981,3.61,2598
116859,Remember Sunday (2013),2013,3.61,61
168218,Kizumonogatari III: Cold Blood (2017),2017,3.61,61
110675,In Your Eyes (2014),2014,3.61,418
5158,Cross Creek (1983),1983,3.61,94
3613,Things Change (1988),1988,3.61,362
1639,Chasing Amy (1997),1997,3.61,15477
55106,Design for Living (1933),1933,3.61,99
118880,"Girl Walks Home Alone at Night, A (2014)",2014,3.61,708
88724,Beats Rhymes & Life: The Travels of a Tribe Called Quest (2011),2011,3.61,52
73983,"Maid, The (Nana, La) (2009)",2009,3.61,52
32280,The 3 Penny Opera (1931),1931,3.61,52
96150,"Queen of Versailles, The (2012)",2012,3.61,388
25929,Nightmare Alley (1947),1947,3.61,194
7080,42nd Street (1933),1933,3.61,393
72039,35 Shots of Rum (35 rhums) (2008),2008,3.61,90
2583,Cookie's Fortune (1999),1999,3.61,1966
5380,"Importance of Being Earnest, The (2002)",2002,3.61,2238
30701,Chimes at Midnight (Campanadas a medianoche) (1965),1965,3.61,185
4479,Bird (1988),1988,3.61,390
49278,Déjà Vu (Deja Vu) (2006),2006,3.61,6871
8740,"Lower Depths, The (Donzoko) (1957)",1957,3.6,143
197885,Honey Boy (2019),2019,3.6,396
2988,Melvin and Howard (1980),1980,3.6,730
175831,Lou (2017),2017,3.6,105
49355,"Bête humaine, La (1938)",1938,3.6,148
5500,Top Secret! (1984),1984,3.6,3210
77833,Armadillo (2010),2010,3.6,172
166534,Split (2017),2017,3.6,5711
5013,Gosford Park (2001),2001,3.6,7180
127146,Kurt Cobain: Montage of Heck (2015),2015,3.6,354
3734,Prince of the City (1981),1981,3.6,359
31923,"Three Musketeers, The (1973)",1973,3.6,753
6056,Chaos (2001),2001,3.6,96
169948,Tomorrow Everything Starts (2016),2016,3.6,120
6127,Shoot the Moon (1982),1982,3.6,125
139863,Ghost in the Shell Arise - Border 4: Ghost Stands Alone (2014),2014,3.6,125
5780,Polyester (1981),1981,3.6,433
54986,"Watch Out, We're Mad (...Altrimenti ci arrabbiamo!) (1974)",1974,3.6,77
1885,"Opposite of Sex, The (1998)",1998,3.6,4400
42946,Project A ('A' gai waak) (1983),1983,3.6,260
7894,"Duck, You Sucker (1971)",1971,3.6,535
4966,"Incredible Shrinking Man, The (1957)",1957,3.6,714
4339,Von Ryan's Express (1965),1965,3.6,719
103539,The Spectacular Now (2013),2013,3.6,1793
8694,You Were Never Lovelier (1942),1942,3.6,58
27050,Bang Boom Bang - Ein todsicheres Ding (1999),1999,3.6,58
25839,Nothing Sacred (1937),1937,3.6,150
3604,Gypsy (1962),1962,3.6,571
203691,The Edge of Democracy (2019),2019,3.6,63
7787,To Hell and Back (1955),1955,3.6,126
80549,Easy A (2010),2010,3.6,8888
5440,She Wore a Yellow Ribbon (1949),1949,3.6,471
31123,Ruby & Quentin (Tais-toi!) (2003),2003,3.6,272
112066,"Letter to Momo, A (Momo e no tegami) (2011)",2011,3.6,136
106144,"Selfish Giant, The (2013)",2013,3.6,136
62553,"Secret Life of Bees, The (2008)",2008,3.6,443
5508,24 Hour Party People (2002),2002,3.6,1754
3327,Beyond the Mat (1999),1999,3.6,819
6683,Fire (1996),1996,3.6,156
232017,Rose Island (2020),2020,3.6,117
146196,Meet the Patels (2014),2014,3.6,78
4784,"French Lieutenant's Woman, The (1981)",1981,3.6,844
34552,"Girl in the Café, The (2005)",2005,3.6,327
2866,"Buddy Holly Story, The (1978)",1978,3.6,1451
3358,Defending Your Life (1991),1991,3.6,2409
104350,Terms and Conditions May Apply (2013),2013,3.6,93
4028,Songcatcher (2000),2000,3.6,382
4964,Baran (2001),2001,3.6,147
6064,"Harder They Fall, The (1956)",1956,3.6,196
26002,Confidential Report (1955),1955,3.6,147
5421,"Dangerous Lives of Altar Boys, The (2002)",2002,3.6,1099
39818,"Swindle, The (Bidone, Il) (1955)",1955,3.6,54
168122,Raw (2017),2017,3.6,1046
6436,This Boy's Life (1993),1993,3.6,958
1672,"Rainmaker, The (1997)",1997,3.6,4434
92420,Chronicle (2012),2012,3.6,3837
139855,Anomalisa (2015),2015,3.6,1330
53592,Four Minutes (Vier Minuten) (2006),2006,3.6,69
259659,The Last Duel (2021),2021,3.6,794
56370,"Goodbye Bafana (Color of Freedom, The) (2007)",2007,3.6,74
5110,Super Troopers (2001),2001,3.6,5453
67907,Kiler (1997),1997,3.6,79
183699,Forgotten (2017),2017,3.6,163
176567,The Endless (2017),2017,3.6,993
96832,Holy Motors (2012),2012,3.6,989
26476,Merry Christmas Mr. Lawrence (1983),1983,3.6,366
260667,Encanto (2021),2021,3.6,1539
2058,"Negotiator, The (1998)",1998,3.6,10438
45210,United 93 (2006),2006,3.6,2372
3153,"7th Voyage of Sinbad, The (1958)",1958,3.6,1661
131023,That Sugar Film (2014),2014,3.6,124
8143,Lola Montès (1955),1955,3.6,129
3186,"Girl, Interrupted (1999)",1999,3.6,6154
39183,Brokeback Mountain (2005),2005,3.6,10155
2872,Excalibur (1981),1981,3.6,6676
34437,Broken Flowers (2005),2005,3.6,4723
4467,"Adventures of Baron Munchausen, The (1988)",1988,3.6,3912
65612,Castaway (1986),1986,3.6,224
115680,Time Lapse (2014),2014,3.6,1114
50354,The Return of Don Camillo (1953),1953,3.6,50
182467,Antiporno (2016),2016,3.6,95
170959,Maudie (2017),2017,3.6,125
164935,Being 17 (2016),2016,3.6,55
43444,Made in Britain (1982),1982,3.6,115
160209,The Resurrection of Jake the Snake (2015),2015,3.6,50
82337,Four Heads Are Better Than One (Un homme de tête) (1898),1898,3.6,55
87042,Wanda (1970),1970,3.6,70
280868,Guillermo del Toro's Pinocchio (2022),2022,3.6,501
341,Double Happiness (1994),1994,3.6,406
6990,The Great Train Robbery (1978),1978,3.6,482
58047,"Definitely, Maybe (2008)",2008,3.6,3113
160990,It's Only the End of the World (2016),2016,3.6,156
201072,Hail Satan? (2019),2019,3.6,151
6229,Two-Lane Blacktop (1971),1971,3.6,282
59519,Reprise (2006),2006,3.6,202
30712,"Narrow Margin, The (1952)",1952,3.6,177
5091,The Man from Acapulco (1973),1973,3.6,76
99964,Nameless Gangster (Bumchoiwaui junjaeng) (2012),2012,3.6,76
259751,Parallel Mothers (2021),2021,3.6,152
31948,"Phone Box, The (Cabina, La) (1972)",1972,3.6,71
3609,Regret to Inform (1998),1998,3.6,71
26138,"Hill, The (1965)",1965,3.6,142
225145,Nomadland (2020),2020,3.6,1192
7451,Mean Girls (2004),2004,3.6,13543
110461,We Are the Best! (Vi är bäst!) (2013),2013,3.6,188
167770,Christmas Time In South Park (2000),2000,3.6,61
113705,"Two Days, One Night (Deux jours, une nuit) (2014)",2014,3.6,549
32464,City of Hope (1991),1991,3.6,61
145150,The Dressmaker (2015),2015,3.6,417
5005,Separate Tables (1958),1958,3.6,178
115629,Marshland (2014),2014,3.6,229
79467,Mid-August Lunch (Pranzo di ferragosto) (2008),2008,3.6,56
6242,Ringu (Ring) (1998),1998,3.6,3550
4116,Hollywood Shuffle (1987),1987,3.6,540
5821,"Way Home, The (Jibeuro) (2002)",2002,3.6,107
55687,My Kid Could Paint That (2007),2007,3.6,255
2140,"Dark Crystal, The (1982)",1982,3.6,9130
151951,Holding the Man (2015),2015,3.6,92
91869,Being Elmo: A Puppeteer's Journey (2011),2011,3.6,256
3418,Thelma & Louise (1991),1991,3.6,13685
104841,Gravity (2013),2013,3.6,18126
97168,Marley (2012),2012,3.6,195
7384,Since Otar Left (Depuis qu'Otar est parti...) (2003),2003,3.6,77
440,Dave (1993),1993,3.6,19992
5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),2001,3.6,1117
2824,On the Ropes (1999),1999,3.6,129
168632,Bill Burr: Walk Your Way Out (2017),2017,3.6,129
101415,"First Time, The (2012)",2012,3.6,609
58295,"Bank Job, The (2008)",2008,3.6,3563
2593,"Monster, The (Mostro, Il) (1994)",1994,3.6,553
48575,Brute Force (1947),1947,3.6,119
2425,"General, The (1998)",1998,3.6,611
9000,That's Entertainment! III (1994),1994,3.6,114
213207,Onward (2020),2020,3.6,1732
7618,Chaplin (1992),1992,3.6,1115
60950,Vicky Cristina Barcelona (2008),2008,3.6,4496
120934,Korengal (2014),2014,3.6,52
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",1986,3.6,260
115828,Copenhagen (2014),2014,3.6,156
5560,À nous la liberté (Freedom for Us) (1931),1931,3.6,203
53038,Red Dust (1932),1932,3.6,73
8190,"Americanization of Emily, The (1964)",1964,3.6,167
195497,Vice (2018),2018,3.6,1638
27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003),2003,3.6,2054
130580,The Disappearance of Eleanor Rigby: Her (2013),2013,3.6,63
5712,Blow Out (1981),1981,3.6,1129
1393,Jerry Maguire (1996),1996,3.6,26643
187023,Andre the Giant (2018),2018,3.6,142
7720,"Four Musketeers, The (1974)",1974,3.6,626
53318,Cashback (2006),2006,3.6,1942
69122,"Hangover, The (2009)",2009,3.59,23372
144976,Bone Tomahawk (2015),2015,3.59,1228
173817,Он вам не Димон (2017),2017,3.59,58
286569,"Are You There God? It's Me, Margaret. (2023)",2023,3.59,58
141139,The Terror Live (2013),2013,3.59,58
56333,"Savages, The (2007)",2007,3.59,976
53835,Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy) (1954),1954,3.59,153
27073,Two Hands (1999),1999,3.59,185
4765,L.I.E. (2001),2001,3.59,561
6921,Man of Marble (Czlowiek z Marmuru) (1977),1977,3.59,90
48301,"Private Life of Henry VIII, The (1933)",1933,3.59,90
132167,El Infierno (2010),2010,3.59,53
72998,Avatar (2009),2009,3.59,35043
6879,Runaway Jury (2003),2003,3.59,4074
258001,Beyond the Infinite Two Minutes (2020),2020,3.59,69
83450,Brest Fortress (Brestskaya krepost) (2010),2010,3.59,85
76251,Kick-Ass (2010),2010,3.59,15783
4384,Lumumba (2000),2000,3.59,133
33558,"Snow Walker, The (2003)",2003,3.59,149
6305,Fahrenheit 451 (1966),1966,3.59,1898
1580,Men in Black (a.k.a. MIB) (1997),1997,3.59,48434
230723,If Anything Happens I Love You (2020),2020,3.59,96
254072,The Duke (2021),2021,3.59,64
172889,Program (2003),2003,3.59,160
4210,Manhunter (1986),1986,3.59,2391
7010,"Lover, The (Amant, L') (1992)",1992,3.59,427
2301,History of the World: Part I (1981),1981,3.59,4948
147,"Basketball Diaries, The (1995)",1995,3.59,4866
3241,"Cup, The (Phörpa) (1999)",1999,3.59,358
70599,"Time Traveler's Wife, The (2009)",2009,3.59,2581
131920,The Road Within (2014),2014,3.59,155
33592,Bad Guy (Nabbeun namja) (2001),2001,3.59,155
2011,Back to the Future Part II (1989),1989,3.59,28236
171,Jeffrey (1995),1995,3.59,1428
27456,Shackleton's Antarctic Adventure (2001),2001,3.59,107
114329,What We Did on Our Holiday (2014),2014,3.59,198
148280,Truman (2015),2015,3.59,91
2904,Rain (1932),1932,3.59,150
6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),1966,3.59,75
134879,Soaked in Bleach (2015),2015,3.59,59
6965,Journeys with George (2002),2002,3.59,59
159827,All the Way (2016),2016,3.59,145
86487,Mildred Pierce (2011),2011,3.59,237
